"V1";"V2";"V3";"V4";"V5"
"3";103;23;33;10;-300
"4";104;13;22;9;-300
"5";105;7;8;1;-300
"6";106;86;120;34;-300
"7";107;38;57;19;-300
"8";108;1;6;5;-300
"9";109;34;37;3;-300
"10";110;9;12;3;-300
"1";101;32;65;33;-300
"2";102;10;31;21;-300
"3";103;86;92;6;-300
"4";104;6;9;3;-300
"5";105;93;94;1;-300
"6";106;95;96;1;-300
"7";107;97;120;23;-300
"8";108;1;5;4;-300
"9";109;66;67;1;-300
"10";110;68;85;17;-300
"1";101;76;97;21;-300
"2";102;63;75;12;-300
"3";103;11;28;17;-300
"4";104;104;120;16;-300
"5";105;6;10;4;-300
"6";106;1;5;4;-300
"7";107;98;103;5;-300
"8";108;47;62;15;-300
"9";109;36;46;10;-300
"10";110;29;35;6;-300
"1";101;107;110;3;-300
"2";102;58;59;1;-300
"3";103;7;19;12;-300
"4";104;20;21;1;-300
"5";105;111;120;9;-300
"6";106;1;6;5;-300
"7";107;96;106;10;-300
"8";108;94;95;1;-300
"9";109;22;57;35;-300
"10";110;60;93;33;-300
"1";101;63;71;8;-300
"2";102;72;120;48;-300
"3";103;22;30;8;-300
"4";104;39;62;23;-300
"5";105;1;8;7;-300
"6";106;37;38;1;-300
"7";107;31;34;3;-300
"8";108;11;21;10;-300
"9";109;35;36;1;-300
"10";110;9;10;1;-300
"1";101;82;92;10;-300
"2";102;55;77;22;-300
"3";103;1;4;3;-300
"4";104;53;54;1;-300
"5";105;50;52;2;-300
"6";106;5;44;39;-300
"7";107;93;97;4;-300
"8";108;98;120;22;-300
"9";109;78;81;3;-300
"10";110;45;49;4;-300
"1";101;106;109;3;-300
"2";102;80;81;1;-300
"3";103;82;86;4;-300
"4";104;60;79;19;-300
"5";105;1;30;29;-300
"6";106;31;32;1;-300
"7";107;110;120;10;-300
"8";108;93;105;12;-300
"9";109;33;59;26;-300
"10";110;87;92;5;-300
"1";101;104;110;6;-300
"2";102;60;69;9;-300
"3";103;70;103;33;-300
"4";104;34;59;25;-300
"5";105;4;9;5;-300
"6";106;111;120;9;-300
"7";107;12;23;11;-300
"8";108;1;3;2;-300
"9";109;10;11;1;-300
"10";110;24;33;9;-300
"1";101;33;36;3;-300
"2";102;93;98;5;-300
"3";103;31;32;1;-300
"4";104;90;92;2;-300
"5";105;57;89;32;-300
"6";106;51;56;5;-300
"7";107;99;115;16;-300
"8";108;1;30;29;-300
"9";109;116;120;4;-300
"10";110;37;50;13;-300
"1";101;101;120;19;-300
"2";102;10;27;17;-300
"3";103;53;77;24;-300
"4";104;78;96;18;-300
"5";105;97;98;1;-300
"6";106;1;9;8;-300
"7";107;50;52;2;-300
"8";108;99;100;1;-300
"9";109;28;43;15;-300
"10";110;44;49;5;-300
"1";101;60;65;5;-300
"2";102;91;92;1;-300
"3";103;48;56;8;-300
"4";104;19;47;28;-300
"5";105;15;18;3;-300
"6";106;1;14;13;-300
"7";107;66;90;24;-300
"8";108;93;102;9;-300
"9";109;103;120;17;-300
"10";110;57;59;2;-300
"1";101;60;65;5;-300
"2";102;91;92;1;-300
"3";103;48;56;8;-300
"4";104;18;47;29;-300
"5";105;14;17;3;-300
"6";106;1;13;12;-300
"7";107;66;90;24;-300
"8";108;93;102;9;-300
"9";109;103;120;17;-300
"10";110;57;59;2;-300
"1";101;60;65;5;-300
"2";102;91;92;1;-300
"3";103;48;56;8;-300
"4";104;18;47;29;-300
"5";105;14;17;3;-300
"6";106;1;13;12;-300
"7";107;66;90;24;-300
"8";108;93;102;9;-300
"9";109;103;120;17;-300
"10";110;57;59;2;-300
"1";101;115;116;1;-300
"2";102;88;95;7;-300
"3";103;83;87;4;-300
"4";104;117;120;3;-300
"5";105;38;39;1;-300
"6";106;26;29;3;-300
"7";107;96;114;18;-300
"8";108;40;82;42;-300
"9";109;1;25;24;-300
"10";110;30;37;7;-300
"1";101;78;79;1;-300
"2";102;83;103;20;-300
"3";103;44;59;15;-300
"4";104;33;43;10;-300
"5";105;104;120;16;-300
"6";106;1;32;31;-300
"7";107;73;77;4;-300
"8";108;62;72;10;-300
"9";109;80;82;2;-300
"10";110;60;61;1;-300
"1";101;17;22;5;-300
"2";102;23;31;8;-300
"3";103;85;120;35;-300
"4";104;32;41;9;-300
"5";105;47;75;28;-300
"6";106;10;16;6;-300
"7";107;76;79;3;-300
"8";108;1;9;8;-300
"9";109;80;84;4;-300
"10";110;42;46;4;-300
"1";101;1;5;4;-300
"2";102;18;22;4;-300
"3";103;23;33;10;-300
"4";104;38;53;15;-300
"5";105;34;35;1;-300
"6";106;6;17;11;-300
"7";107;72;120;48;-300
"8";108;68;71;3;-300
"9";109;54;67;13;-300
"10";110;36;37;1;-300
"1";101;9;49;40;-300
"2";102;83;94;11;-300
"3";103;5;8;3;-300
"4";104;81;82;1;-300
"5";105;50;62;12;-300
"6";106;63;80;17;-300
"7";107;1;4;3;-300
"8";108;106;109;3;-300
"9";109;95;105;10;-300
"10";110;110;120;10;-300
"1";101;76;83;7;-300
"2";102;65;75;10;-300
"3";103;28;32;4;-300
"4";104;33;62;29;-300
"5";105;63;64;1;-300
"6";106;84;85;1;-300
"7";107;88;100;12;-300
"8";108;1;27;26;-300
"9";109;86;87;1;-300
"10";110;101;120;19;-300
"1";101;60;65;5;-300
"2";102;91;92;1;-300
"3";103;48;56;8;-300
"4";104;18;47;29;-300
"5";105;14;17;3;-300
"6";106;1;13;12;-300
"7";107;66;90;24;-300
"8";108;93;102;9;-300
"9";109;103;120;17;-300
"10";110;57;59;2;-300
"1";101;38;40;2;-300
"2";102;91;102;11;-300
"3";103;11;24;13;-300
"4";104;41;55;14;-300
"5";105;103;120;17;-300
"6";106;25;26;1;-300
"7";107;29;37;8;-300
"8";108;1;10;9;-300
"9";109;56;90;34;-300
"10";110;27;28;1;-300
"1";101;1;13;12;-300
"2";102;47;58;11;-300
"3";103;14;27;13;-300
"4";104;28;29;1;-300
"5";105;99;116;17;-300
"6";106;30;37;7;-300
"7";107;117;120;3;-300
"8";108;38;39;1;-300
"9";109;59;98;39;-300
"10";110;40;46;6;-300
"1";101;35;38;3;-300
"2";102;39;43;4;-300
"3";103;15;20;5;-300
"4";104;84;109;25;-300
"5";105;44;83;39;-300
"6";106;1;7;6;-300
"7";107;21;34;13;-300
"8";108;115;120;5;-300
"9";109;110;114;4;-300
"10";110;8;14;6;-300
"1";101;58;83;25;-300
"2";102;84;85;1;-300
"3";103;23;33;10;-300
"4";104;13;22;9;-300
"5";105;7;8;1;-300
"6";106;86;120;34;-300
"7";107;38;57;19;-300
"8";108;1;6;5;-300
"9";109;34;37;3;-300
"10";110;9;12;3;-300
"1";101;32;65;33;-300
"2";102;10;31;21;-300
"3";103;87;92;5;-300
"4";104;6;9;3;-300
"5";105;93;94;1;-300
"6";106;95;96;1;-300
"7";107;97;120;23;-300
"8";108;1;5;4;-300
"9";109;66;67;1;-300
"10";110;68;86;18;-300
"1";101;76;97;21;-300
"2";102;63;75;12;-300
"3";103;11;28;17;-300
"4";104;104;120;16;-300
"5";105;6;10;4;-300
"6";106;1;5;4;-300
"7";107;98;103;5;-300
"8";108;46;62;16;-300
"9";109;36;45;9;-300
"10";110;29;35;6;-300
"1";101;107;110;3;-300
"2";102;58;59;1;-300
"3";103;7;19;12;-300
"4";104;20;21;1;-300
"5";105;111;120;9;-300
"6";106;1;6;5;-300
"7";107;96;106;10;-300
"8";108;94;95;1;-300
"9";109;22;57;35;-300
"10";110;60;93;33;-300
"1";101;63;71;8;-300
"2";102;72;120;48;-300
"3";103;22;24;2;-300
"4";104;39;62;23;-300
"5";105;1;8;7;-300
"6";106;37;38;1;-300
"7";107;33;36;3;-300
"8";108;11;21;10;-300
"9";109;25;32;7;-300
"10";110;9;10;1;-300
"1";101;82;92;10;-300
"2";102;55;77;22;-300
"3";103;1;5;4;-300
"4";104;53;54;1;-300
"5";105;50;52;2;-300
"6";106;6;44;38;-300
"7";107;93;97;4;-300
"8";108;98;120;22;-300
"9";109;78;81;3;-300
"10";110;45;49;4;-300
"1";101;105;108;3;-300
"2";102;80;81;1;-300
"3";103;82;86;4;-300
"4";104;60;79;19;-300
"5";105;1;30;29;-300
"6";106;31;32;1;-300
"7";107;109;120;11;-300
"8";108;92;104;12;-300
"9";109;33;59;26;-300
"10";110;87;91;4;-300
"1";101;104;110;6;-300
"2";102;60;69;9;-300
"3";103;70;103;33;-300
"4";104;33;59;26;-300
"5";105;4;9;5;-300
"6";106;111;120;9;-300
"7";107;12;23;11;-300
"8";108;1;3;2;-300
"9";109;10;11;1;-300
"10";110;24;32;8;-300
"1";101;33;36;3;-300
"2";102;93;98;5;-300
"3";103;31;32;1;-300
"4";104;90;92;2;-300
"5";105;57;89;32;-300
"6";106;51;56;5;-300
"7";107;99;115;16;-300
"8";108;1;30;29;-300
"9";109;116;120;4;-300
"10";110;37;50;13;-300
"1";101;101;120;19;-300
"2";102;10;27;17;-300
"3";103;53;77;24;-300
"4";104;78;96;18;-300
"5";105;97;98;1;-300
"6";106;1;9;8;-300
"7";107;50;52;2;-300
"8";108;99;100;1;-300
"9";109;28;43;15;-300
"10";110;44;49;5;-300
"1";101;115;116;1;-300
"2";102;88;95;7;-300
"3";103;83;87;4;-300
"4";104;117;120;3;-300
"5";105;37;38;1;-300
"6";106;26;29;3;-300
"7";107;96;114;18;-300
"8";108;39;82;43;-300
"9";109;1;25;24;-300
"10";110;30;36;6;-300
"1";101;78;79;1;-300
"2";102;83;103;20;-300
"3";103;44;59;15;-300
"4";104;34;43;9;-300
"5";105;104;120;16;-300
"6";106;1;33;32;-300
"7";107;73;77;4;-300
"8";108;62;72;10;-300
"9";109;80;82;2;-300
"10";110;60;61;1;-300
"1";101;17;22;5;-300
"2";102;23;31;8;-300
"3";103;86;120;34;-300
"4";104;32;41;9;-300
"5";105;47;76;29;-300
"6";106;10;16;6;-300
"7";107;77;80;3;-300
"8";108;1;9;8;-300
"9";109;81;85;4;-300
"10";110;42;46;4;-300
"1";101;1;5;4;-300
"2";102;18;22;4;-300
"3";103;23;33;10;-300
"4";104;38;53;15;-300
"5";105;34;35;1;-300
"6";106;6;17;11;-300
"7";107;72;120;48;-300
"8";108;68;71;3;-300
"9";109;54;67;13;-300
"10";110;36;37;1;-300
"1";101;9;49;40;-300
"2";102;83;94;11;-300
"3";103;5;8;3;-300
"4";104;81;82;1;-300
"5";105;50;62;12;-300
"6";106;63;80;17;-300
"7";107;1;4;3;-300
"8";108;105;109;4;-300
"9";109;95;104;9;-300
"10";110;110;120;10;-300
"1";101;76;82;6;-300
"2";102;65;75;10;-300
"3";103;28;32;4;-300
"4";104;33;62;29;-300
"5";105;63;64;1;-300
"6";106;83;84;1;-300
"7";107;87;100;13;-300
"8";108;1;27;26;-300
"9";109;85;86;1;-300
"10";110;101;120;19;-300
"1";101;60;65;5;-300
"2";102;91;92;1;-300
"3";103;48;56;8;-300
"4";104;18;47;29;-300
"5";105;14;17;3;-300
"6";106;1;13;12;-300
"7";107;66;90;24;-300
"8";108;93;102;9;-300
"9";109;103;120;17;-300
"10";110;57;59;2;-300
"1";101;38;40;2;-300
"2";102;91;102;11;-300
"3";103;11;24;13;-300
"4";104;41;55;14;-300
"5";105;103;120;17;-300
"6";106;25;26;1;-300
"7";107;29;37;8;-300
"8";108;1;10;9;-300
"9";109;56;90;34;-300
"10";110;27;28;1;-300
"1";101;1;13;12;-300
"2";102;47;58;11;-300
"3";103;14;27;13;-300
"4";104;28;29;1;-300
"5";105;99;116;17;-300
"6";106;30;37;7;-300
"7";107;117;120;3;-300
"8";108;38;39;1;-300
"9";109;59;98;39;-300
"10";110;40;46;6;-300
"1";101;36;39;3;-300
"2";102;40;44;4;-300
"3";103;15;20;5;-300
"4";104;85;109;24;-300
"5";105;45;84;39;-300
"6";106;1;7;6;-300
"7";107;21;35;14;-300
"8";108;115;120;5;-300
"9";109;110;114;4;-300
"10";110;8;14;6;-300
"1";101;58;83;25;-300
"2";102;84;85;1;-300
"3";103;23;33;10;-300
"4";104;13;22;9;-300
"5";105;7;8;1;-300
"6";106;86;120;34;-300
"7";107;38;57;19;-300
"8";108;1;6;5;-300
"9";109;34;37;3;-300
"10";110;9;12;3;-300
"1";101;32;65;33;-300
"2";102;10;31;21;-300
"3";103;86;92;6;-300
"4";104;6;9;3;-300
"5";105;93;94;1;-300
"6";106;95;96;1;-300
"7";107;97;120;23;-300
"8";108;1;5;4;-300
"9";109;66;67;1;-300
"10";110;68;85;17;-300
"1";101;76;97;21;-300
"2";102;63;75;12;-300
"3";103;11;28;17;-300
"4";104;104;120;16;-300
"5";105;6;10;4;-300
"6";106;1;5;4;-300
"7";107;98;103;5;-300
"8";108;47;62;15;-300
"9";109;36;46;10;-300
"10";110;29;35;6;-300
"1";101;107;110;3;-300
"2";102;58;59;1;-300
"3";103;7;19;12;-300
"4";104;20;21;1;-300
"5";105;111;120;9;-300
"6";106;1;6;5;-300
"7";107;96;106;10;-300
"8";108;94;95;1;-300
"9";109;22;57;35;-300
"10";110;60;93;33;-300
"1";101;63;71;8;-300
"2";102;72;120;48;-300
"3";103;22;30;8;-300
"4";104;39;62;23;-300
"5";105;1;8;7;-300
"6";106;37;38;1;-300
"7";107;31;34;3;-300
"8";108;11;21;10;-300
"9";109;35;36;1;-300
"10";110;9;10;1;-300
"1";101;82;92;10;-300
"2";102;55;77;22;-300
"3";103;1;4;3;-300
"4";104;53;54;1;-300
"5";105;50;52;2;-300
"6";106;5;44;39;-300
"7";107;93;97;4;-300
"8";108;98;120;22;-300
"9";109;78;81;3;-300
"10";110;45;49;4;-300
"1";101;106;109;3;-300
"2";102;80;81;1;-300
"3";103;82;86;4;-300
"4";104;60;79;19;-300
"5";105;1;30;29;-300
"6";106;31;32;1;-300
"7";107;110;120;10;-300
"8";108;93;105;12;-300
"9";109;33;59;26;-300
"10";110;87;92;5;-300
"1";101;104;110;6;-300
"2";102;60;69;9;-300
"3";103;70;103;33;-300
"4";104;34;59;25;-300
"5";105;4;9;5;-300
"6";106;111;120;9;-300
"7";107;12;23;11;-300
"8";108;1;3;2;-300
"9";109;10;11;1;-300
"10";110;24;33;9;-300
"1";101;33;36;3;-300
"2";102;93;98;5;-300
"3";103;31;32;1;-300
"4";104;90;92;2;-300
"5";105;57;89;32;-300
"6";106;51;56;5;-300
"7";107;99;115;16;-300
"8";108;1;30;29;-300
"9";109;116;120;4;-300
"10";110;37;50;13;-300
"1";101;101;120;19;-300
"2";102;10;27;17;-300
"3";103;53;77;24;-300
"4";104;78;96;18;-300
"5";105;97;98;1;-300
"6";106;1;9;8;-300
"7";107;50;52;2;-300
"8";108;99;100;1;-300
"9";109;28;43;15;-300
"10";110;44;49;5;-300
"1";101;115;116;1;-300
"2";102;88;95;7;-300
"3";103;83;87;4;-300
"4";104;117;120;3;-300
"5";105;37;38;1;-300
"6";106;26;29;3;-300
"7";107;96;114;18;-300
"8";108;39;82;43;-300
"9";109;1;25;24;-300
"10";110;30;36;6;-300
"1";101;78;79;1;-300
"2";102;83;103;20;-300
"3";103;44;59;15;-300
"4";104;33;43;10;-300
"5";105;104;120;16;-300
"6";106;1;32;31;-300
"7";107;73;77;4;-300
"8";108;62;72;10;-300
"9";109;80;82;2;-300
"10";110;60;61;1;-300
"1";101;17;22;5;-300
"2";102;23;31;8;-300
"3";103;85;120;35;-300
"4";104;32;41;9;-300
"5";105;47;75;28;-300
"6";106;10;16;6;-300
"7";107;76;79;3;-300
"8";108;1;9;8;-300
"9";109;80;84;4;-300
"10";110;42;46;4;-300
"1";101;1;5;4;-300
"2";102;18;22;4;-300
"3";103;23;33;10;-300
"4";104;38;53;15;-300
"5";105;34;35;1;-300
"6";106;6;17;11;-300
"7";107;72;120;48;-300
"8";108;68;71;3;-300
"9";109;54;67;13;-300
"10";110;36;37;1;-300
"1";101;9;49;40;-300
"2";102;83;94;11;-300
"3";103;5;8;3;-300
"4";104;81;82;1;-300
"5";105;50;62;12;-300
"6";106;63;80;17;-300
"7";107;1;4;3;-300
"8";108;105;109;4;-300
"9";109;95;104;9;-300
"10";110;110;120;10;-300
"1";101;76;82;6;-300
"2";102;65;75;10;-300
"3";103;28;32;4;-300
"4";104;33;62;29;-300
"5";105;63;64;1;-300
"6";106;83;84;1;-300
"7";107;87;100;13;-300
"8";108;1;27;26;-300
"9";109;85;86;1;-300
"10";110;101;120;19;-300
"1";101;60;65;5;-300
"2";102;91;92;1;-300
"3";103;48;56;8;-300
"4";104;18;47;29;-300
"5";105;14;17;3;-300
"6";106;1;13;12;-300
"7";107;66;90;24;-300
"8";108;93;102;9;-300
"9";109;103;120;17;-300
"10";110;57;59;2;-300
"1";101;38;40;2;-300
"2";102;91;102;11;-300
"3";103;11;24;13;-300
"4";104;41;55;14;-300
"5";105;103;120;17;-300
"6";106;25;26;1;-300
"7";107;29;37;8;-300
"8";108;1;10;9;-300
"9";109;56;90;34;-300
"10";110;27;28;1;-300
"1";101;1;13;12;-300
"2";102;47;58;11;-300
"3";103;14;27;13;-300
"4";104;28;29;1;-300
"5";105;99;116;17;-300
"6";106;30;37;7;-300
"7";107;117;120;3;-300
"8";108;38;39;1;-300
"9";109;59;98;39;-300
"10";110;40;46;6;-300
"1";101;36;39;3;-300
"2";102;40;44;4;-300
"3";103;15;20;5;-300
"4";104;85;109;24;-300
"5";105;45;84;39;-300
"6";106;1;7;6;-300
"7";107;21;35;14;-300
"8";108;115;120;5;-300
"9";109;110;114;4;-300
"10";110;8;14;6;-300
"1";101;58;83;25;-300
"2";102;84;85;1;-300
"3";103;23;33;10;-300
"4";104;13;22;9;-300
"5";105;7;8;1;-300
"6";106;86;120;34;-300
"7";107;38;57;19;-300
"8";108;1;6;5;-300
"9";109;34;37;3;-300
"10";110;9;12;3;-300
"1";101;32;65;33;-300
"2";102;10;31;21;-300
"3";103;86;92;6;-300
"4";104;6;9;3;-300
"5";105;93;94;1;-300
"6";106;95;96;1;-300
"7";107;97;120;23;-300
"8";108;1;5;4;-300
"9";109;66;67;1;-300
"10";110;68;85;17;-300
"1";101;76;97;21;-300
"2";102;63;75;12;-300
"3";103;11;28;17;-300
"4";104;104;120;16;-300
"5";105;6;10;4;-300
"6";106;1;5;4;-300
"7";107;98;103;5;-300
"8";108;47;62;15;-300
"9";109;36;46;10;-300
"10";110;29;35;6;-300
"1";101;107;110;3;-300
"2";102;58;59;1;-300
"3";103;7;19;12;-300
"4";104;20;21;1;-300
"5";105;111;120;9;-300
"6";106;1;6;5;-300
"7";107;96;106;10;-300
"8";108;94;95;1;-300
"9";109;22;57;35;-300
"10";110;60;93;33;-300
"1";101;63;71;8;-300
"2";102;72;120;48;-300
"3";103;22;30;8;-300
"4";104;39;62;23;-300
"5";105;1;8;7;-300
"6";106;37;38;1;-300
"7";107;31;34;3;-300
"8";108;11;21;10;-300
"9";109;35;36;1;-300
"10";110;9;10;1;-300
"1";101;82;92;10;-300
"2";102;55;77;22;-300
"3";103;1;4;3;-300
"4";104;53;54;1;-300
"5";105;50;52;2;-300
"6";106;5;44;39;-300
"7";107;93;97;4;-300
"8";108;98;120;22;-300
"9";109;78;81;3;-300
"10";110;45;49;4;-300
"1";101;106;109;3;-300
"2";102;80;81;1;-300
"3";103;82;86;4;-300
"4";104;60;79;19;-300
"5";105;1;30;29;-300
"6";106;31;32;1;-300
"7";107;110;120;10;-300
"8";108;93;105;12;-300
"9";109;33;59;26;-300
"10";110;87;92;5;-300
"1";101;104;110;6;-300
"2";102;60;69;9;-300
"3";103;70;103;33;-300
"4";104;34;59;25;-300
"5";105;4;9;5;-300
"6";106;111;120;9;-300
"7";107;12;23;11;-300
"8";108;1;3;2;-300
"9";109;10;11;1;-300
"10";110;24;33;9;-300
"1";101;33;36;3;-300
"2";102;93;98;5;-300
"3";103;31;32;1;-300
"4";104;90;92;2;-300
"5";105;57;89;32;-300
"6";106;51;56;5;-300
"7";107;99;115;16;-300
"8";108;1;30;29;-300
"9";109;116;120;4;-300
"10";110;37;50;13;-300
"1";101;101;120;19;-300
"2";102;10;27;17;-300
"3";103;53;77;24;-300
"4";104;78;96;18;-300
"5";105;97;98;1;-300
"6";106;1;9;8;-300
"7";107;50;52;2;-300
"8";108;99;100;1;-300
"9";109;28;43;15;-300
"10";110;44;49;5;-300
"1";101;115;116;1;-300
"2";102;88;95;7;-300
"3";103;83;87;4;-300
"4";104;117;120;3;-300
"5";105;37;38;1;-300
"6";106;26;29;3;-300
"7";107;96;114;18;-300
"8";108;39;82;43;-300
"9";109;1;25;24;-300
"10";110;30;36;6;-300
"1";101;78;79;1;-300
"2";102;83;103;20;-300
"3";103;44;59;15;-300
"4";104;33;43;10;-300
"5";105;104;120;16;-300
"6";106;1;32;31;-300
"7";107;73;77;4;-300
"8";108;62;72;10;-300
"9";109;80;82;2;-300
"10";110;60;61;1;-300
"1";101;17;22;5;-300
"2";102;23;31;8;-300
"3";103;85;120;35;-300
"4";104;32;41;9;-300
"5";105;47;75;28;-300
"6";106;10;16;6;-300
"7";107;76;79;3;-300
"8";108;1;9;8;-300
"9";109;80;84;4;-300
"10";110;42;46;4;-300
"1";101;1;5;4;-300
"2";102;18;22;4;-300
"3";103;23;33;10;-300
"4";104;38;53;15;-300
"5";105;34;35;1;-300
"6";106;6;17;11;-300
"7";107;72;120;48;-300
"8";108;68;71;3;-300
"9";109;54;67;13;-300
"10";110;36;37;1;-300
"1";101;9;49;40;-300
"2";102;83;94;11;-300
"3";103;5;8;3;-300
"4";104;81;82;1;-300
"5";105;50;62;12;-300
"6";106;63;80;17;-300
"7";107;1;4;3;-300
"8";108;105;109;4;-300
"9";109;95;104;9;-300
"10";110;110;120;10;-300
"1";101;76;82;6;-300
"2";102;65;75;10;-300
"3";103;28;32;4;-300
"4";104;33;62;29;-300
"5";105;63;64;1;-300
"6";106;83;84;1;-300
"7";107;87;100;13;-300
"8";108;1;27;26;-300
"9";109;85;86;1;-300
"10";110;101;120;19;-300
"1";101;60;65;5;-300
"2";102;91;92;1;-300
"3";103;48;56;8;-300
"4";104;18;47;29;-300
"5";105;14;17;3;-300
"6";106;1;13;12;-300
"7";107;66;90;24;-300
"8";108;93;102;9;-300
"9";109;103;120;17;-300
"10";110;57;59;2;-300
"1";101;38;40;2;-300
"2";102;91;102;11;-300
"3";103;11;24;13;-300
"4";104;41;55;14;-300
"5";105;103;120;17;-300
"6";106;25;26;1;-300
"7";107;29;37;8;-300
"8";108;1;10;9;-300
"9";109;56;90;34;-300
"10";110;27;28;1;-300
"1";101;1;13;12;-300
"2";102;47;58;11;-300
"3";103;14;27;13;-300
"4";104;28;29;1;-300
"5";105;99;116;17;-300
"6";106;30;37;7;-300
"7";107;117;120;3;-300
"8";108;38;39;1;-300
"9";109;59;98;39;-300
"10";110;40;46;6;-300
"1";101;36;39;3;-300
"2";102;40;44;4;-300
"3";103;15;20;5;-300
"4";104;85;109;24;-300
"5";105;45;84;39;-300
"6";106;1;7;6;-300
"7";107;21;35;14;-300
"8";108;115;120;5;-300
"9";109;110;114;4;-300
"10";110;8;14;6;-300
"1";101;58;83;25;-300
"2";102;84;85;1;-300
"3";103;23;33;10;-300
"4";104;13;22;9;-300
"5";105;7;8;1;-300
"6";106;86;120;34;-300
"7";107;38;57;19;-300
"8";108;1;6;5;-300
"9";109;34;37;3;-300
"10";110;9;12;3;-300
"1";101;32;65;33;-300
"2";102;10;31;21;-300
"3";103;86;92;6;-300
"4";104;6;9;3;-300
"5";105;93;94;1;-300
"6";106;95;96;1;-300
"7";107;97;120;23;-300
"8";108;1;5;4;-300
"9";109;66;67;1;-300
"10";110;68;85;17;-300
"1";101;76;97;21;-300
"2";102;63;75;12;-300
"3";103;11;28;17;-300
"4";104;104;120;16;-300
"5";105;6;10;4;-300
"6";106;1;5;4;-300
"7";107;98;103;5;-300
"8";108;47;62;15;-300
"9";109;36;46;10;-300
"10";110;29;35;6;-300
"1";101;107;110;3;-300
"2";102;58;59;1;-300
"3";103;7;19;12;-300
"4";104;20;21;1;-300
"5";105;111;120;9;-300
"6";106;1;6;5;-300
"7";107;96;106;10;-300
"8";108;94;95;1;-300
"9";109;22;57;35;-300
"10";110;60;93;33;-300
"1";101;63;71;8;-300
"2";102;72;120;48;-300
"3";103;22;30;8;-300
"4";104;39;62;23;-300
"5";105;1;8;7;-300
"6";106;37;38;1;-300
"7";107;31;34;3;-300
"8";108;11;21;10;-300
"9";109;35;36;1;-300
"10";110;9;10;1;-300
"1";101;82;92;10;-300
"2";102;55;77;22;-300
"3";103;1;4;3;-300
"4";104;53;54;1;-300
"5";105;50;52;2;-300
"6";106;5;44;39;-300
"7";107;93;97;4;-300
"8";108;98;120;22;-300
"9";109;78;81;3;-300
"10";110;45;49;4;-300
"1";101;106;109;3;-300
"2";102;80;81;1;-300
"3";103;82;86;4;-300
"4";104;60;79;19;-300
"5";105;1;30;29;-300
"6";106;31;32;1;-300
"7";107;110;120;10;-300
"8";108;93;105;12;-300
"9";109;33;59;26;-300
"10";110;87;92;5;-300
"1";101;104;110;6;-300
"2";102;60;69;9;-300
"3";103;70;103;33;-300
"4";104;34;59;25;-300
"5";105;4;9;5;-300
"6";106;111;120;9;-300
"7";107;12;23;11;-300
"8";108;1;3;2;-300
"9";109;10;11;1;-300
"10";110;24;33;9;-300
"1";101;33;36;3;-300
"2";102;93;98;5;-300
"3";103;31;32;1;-300
"4";104;90;92;2;-300
"5";105;57;89;32;-300
"6";106;51;56;5;-300
"7";107;99;115;16;-300
"8";108;1;30;29;-300
"9";109;116;120;4;-300
"10";110;37;50;13;-300
"1";101;101;120;19;-300
"2";102;10;27;17;-300
"3";103;53;77;24;-300
"4";104;78;96;18;-300
"5";105;97;98;1;-300
"6";106;1;9;8;-300
"7";107;50;52;2;-300
"8";108;99;100;1;-300
"9";109;28;43;15;-300
"10";110;44;49;5;-300
"1";101;115;116;1;-300
"2";102;88;95;7;-300
"3";103;83;87;4;-300
"4";104;117;120;3;-300
"5";105;37;38;1;-300
"6";106;26;29;3;-300
"7";107;96;114;18;-300
"8";108;39;82;43;-300
"9";109;1;25;24;-300
"10";110;30;36;6;-300
"1";101;78;79;1;-300
"2";102;83;103;20;-300
"3";103;44;59;15;-300
"4";104;33;43;10;-300
"5";105;104;120;16;-300
"6";106;1;32;31;-300
"7";107;73;77;4;-300
"8";108;62;72;10;-300
"9";109;80;82;2;-300
"10";110;60;61;1;-300
"1";101;17;22;5;-300
"2";102;23;31;8;-300
"3";103;84;120;36;-300
"4";104;32;41;9;-300
"5";105;47;74;27;-300
"6";106;10;16;6;-300
"7";107;75;78;3;-300
"8";108;1;9;8;-300
"9";109;79;83;4;-300
"10";110;42;46;4;-300
"1";101;1;5;4;-300
"2";102;18;22;4;-300
"3";103;23;33;10;-300
"4";104;38;53;15;-300
"5";105;34;35;1;-300
"6";106;6;17;11;-300
"7";107;71;120;49;-300
"8";108;67;70;3;-300
"9";109;54;66;12;-300
"10";110;36;37;1;-300
"1";101;9;49;40;-300
"2";102;83;94;11;-300
"3";103;5;8;3;-300
"4";104;81;82;1;-300
"5";105;50;62;12;-300
"6";106;63;80;17;-300
"7";107;1;4;3;-300
"8";108;105;109;4;-300
"9";109;95;104;9;-300
"10";110;110;120;10;-300
"1";101;75;81;6;-300
"2";102;65;74;9;-300
"3";103;28;32;4;-300
"4";104;33;62;29;-300
"5";105;63;64;1;-300
"6";106;82;83;1;-300
"7";107;86;100;14;-300
"8";108;1;27;26;-300
"9";109;84;85;1;-300
"10";110;101;120;19;-300
"1";101;60;65;5;-300
"2";102;91;92;1;-300
"3";103;48;56;8;-300
"4";104;19;47;28;-300
"5";105;15;18;3;-300
"6";106;1;14;13;-300
"7";107;66;90;24;-300
"8";108;93;102;9;-300
"9";109;103;120;17;-300
"10";110;57;59;2;-300
